Player,Tkl,TklW,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Team,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Cmp,Cmp%,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,PPA,CrsPA,PrgP,Touches,Def Pen,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Nation,Pos,Age,90s,Def 3rd,Mid 3rd,Att 3rd,TotDist,PrgDist,1/3,Country
Ivan Toney,12,5,5,45.5,6,4,3,8,20,12,0,Brentford,26,2.6,16,1,2,3,0,3,0.3,2,0,0,1,0,0,141,51.5,84,143,58.7,30,60,50,10,18,55.6,0,1,0.8,-1,8,12,5,25,405,11,42,405,15,5,33.3,8,53.3,230,14,8,40,13,299,66,4,28,14,50,2.8,1.4,0.14,0.29,17.2,5,0,0,3.6,3.6,0.13,0.4,0.4,ENG,FW,28,10,1,6,5,1828,669,9,United Kingdom
Aaron Hickey,16,9,7,100,0,7,4,3,19,10,0,Brentford,7,0.88,6,0,0,1,0,0,0,0,0,0,0,0,0,243,87.7,134,140,95.7,92,106,86.8,14,20,70,0,0.1,0.1,-0.1,1,2,0,21,356,25,7,356,14,5,35.7,5,35.7,212,9,1,14,5,225,13,0,7,1,14.3,0.88,0.13,0,0,25.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,SCO,DF,21,7.9,9,3,4,3813,894,10,United Kingdom
Saman Ghoddos,25,17,16,59.3,11,8,6,5,30,11,0,Brentford,20,2.55,10,5,1,3,1,0,0,0,0,0,0,0,0,313,72.8,155,176,88.1,129,163,79.1,26,77,33.8,0,1.1,0.9,-1.1,9,9,4,32,518,11,10,518,13,3,23.1,8,61.5,269,20,2,9,4,297,30,1,9,2,22.2,1.15,0.25,0.11,0.5,22.5,0,0,0,0.3,0.3,0.03,0.7,0.7,IRN,DF,30,7.9,19,4,2,5371,1643,27,Iran
Mathias Jørgensen,10,6,5,41.7,7,6,3,10,20,25,0,Brentford,5,0.71,5,0,0,0,0,0,0,0,0,0,0,0,0,257,73.2,129,146,88.4,105,141,74.5,19,47,40.4,0,0.5,0.3,-0.5,2,6,1,35,418,44,7,418,2,2,100,0,0,162,3,0,2,1,221,2,0,3,0,0,0.42,0,0,0,12.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,DEN,DF,33,7.1,8,1,1,4281,2106,38,Denmark
Rico Henry,7,5,6,85.7,1,8,5,5,12,5,1,Brentford,13,2.92,10,0,3,0,0,3,0.67,2,0,1,0,0,0,147,80.3,82,94,87.2,51,61,83.6,11,19,57.9,1,1,0.8,0,4,7,2,20,227,14,7,227,10,7,70,1,10,115,13,3,8,7,126,12,0,2,0,0,0.45,0,0,0,19.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,ENG,DF,26,4.5,3,3,1,2291,763,10,United Kingdom
Yehor Yarmoliuk,12,9,6,60,4,11,9,4,16,3,0,Brentford,9,1.72,8,0,0,1,0,1,0.19,1,0,0,0,0,0,144,73.5,76,89,85.4,53,71,74.6,6,17,35.3,0,0,0.5,0,2,6,0,28,262,8,9,262,17,12,70.6,4,23.5,134,7,1,10,6,141,21,0,6,3,50,1.15,0.57,0,0,17.9,0,0,0,0.7,0.7,0.12,-0.7,-0.7,UKR,MF,20,5.2,4,5,3,2194,557,12,Ukraine
Kevin Schade,2,1,0,0,3,0,0,1,3,3,0,Brentford,8,2.8,5,0,0,2,0,2,0.7,1,0,0,0,1,0,43,60.6,27,36,75,15,25,60,1,2,50,0,0.4,0.4,-0.4,3,3,2,9,108,2,12,108,10,1,10,9,90,60,3,3,12,3,72,18,1,5,2,40,1.75,0.7,0.2,0.5,15.8,0,0,0,0.7,0.7,0.14,0.3,0.3,GER,"FW,MF",22,2.9,1,1,0,624,171,7,Germany
Mikkel Damsgaard,14,7,8,36.4,14,8,7,7,21,3,1,Brentford,14,3.49,8,3,0,1,0,2,0.5,1,0,0,0,1,0,142,67.6,69,93,74.2,56,72,77.8,13,32,40.6,1,0.8,0.5,0.2,7,4,1,32,267,9,8,267,8,4,50,4,50,148,6,1,9,5,173,18,0,4,3,75,0.99,0.75,0,0,13,0,0,0,0.6,0.6,0.15,-0.6,-0.6,DEN,MF,23,4,7,5,2,2369,853,24,Denmark
Shandon Baptiste,4,4,1,20,4,5,4,3,7,6,0,Brentford,5,1.96,4,0,1,0,0,1,0.39,1,0,0,0,0,0,66,73.3,33,39,84.6,25,28,89.3,7,15,46.7,1,0.2,0.4,0.8,4,3,2,5,130,7,6,130,11,6,54.5,5,45.5,64,3,0,8,0,69,1,1,2,2,100,0.79,0.79,0.5,0.5,6.6,0,0,0,0.9,0.9,0.45,0.1,0.1,GRN,MF,25,2.5,2,2,0,1144,351,7,Grenada
Thomas Strakosha,0,0,0,0,0,0,0,0,0,0,0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,73.2,6,6,100,27,28,96.4,19,37,51.4,0,0,0,0,0,0,0,0,75,62,0,75,0,0,0,0,0,35,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALB,GK,29,1.5,0,0,0,1509,977,1,Albania
Michael Olakigbe,3,0,2,50,2,7,7,1,4,0,1,Brentford,3,4.58,2,0,1,0,0,0,0,0,0,0,0,0,0,27,67.5,17,20,85,7,10,70,1,5,20,0,0,0,0,0,1,0,4,70,0,10,70,11,3,27.3,7,63.6,42,10,3,4,1,48,17,0,3,0,0,4.58,0,0,0,20.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,ENG,"DF,FW",19,0.7,2,1,0,347,74,2,United Kingdom
Josh Dasilva,2,1,0,0,0,0,0,0,2,0,0,Brentford,1,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,10,52.6,5,7,71.4,5,7,71.4,0,2,0,0,0.2,0.2,-0.2,1,0,0,2,26,1,6,26,4,2,50,2,50,17,2,2,2,4,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,"DF,FW",25,0.3,0,1,1,153,59,0,United Kingdom
Myles Peart-Harris,0,0,0,0,0,0,0,0,0,1,0,Brentford,1,6.92,1,0,0,0,0,0,0,0,0,0,0,0,0,6,60,5,5,100,1,2,50,0,2,0,0,0,0,0,1,0,0,1,11,0,1,11,0,0,0,0,0,8,2,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,"DF,MF",21,0.1,0,0,0,68,10,1,United Kingdom
Jordan Pickford,0,0,0,0,0,2,2,0,0,14,0,Everton,20,0.71,11,9,0,0,0,0,0,0,0,0,0,0,0,756,65.7,113,113,100,293,304,96.4,348,725,48,0,0.1,0.3,-0.1,4,5,0,5,1224,794,0,1224,0,0,0,0,0,678,1,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,GK,30,28,0,0,0,25058,19837,67,United Kingdom
James Tarkowski,40,26,19,59.4,13,64,22,50,90,131,2,Everton,32,1.14,26,0,1,0,1,2,0.07,2,0,0,0,0,0,905,76.8,297,354,83.9,438,508,86.2,159,273,58.2,1,1.8,1.6,-0.8,17,18,3,106,1522,261,65,1522,17,13,76.5,4,23.5,709,14,0,11,14,819,17,1,21,3,14.3,0.75,0.11,0.05,0.33,9.8,0,0,0,2.2,2.2,0.1,-1.2,-1.2,ENG,DF,31,28,28,12,0,19369,8216,99,United Kingdom
James Garner,67,35,28,40,42,37,27,41,108,38,1,Everton,84,3.27,46,21,3,3,5,8,0.31,3,1,0,1,1,2,754,77.6,349,398,87.7,306,357,85.7,78,156,50,2,4.2,3.3,-2.2,37,19,5,86,1265,70,28,1265,31,16,51.6,12,38.7,584,25,3,28,10,655,55,1,32,10,31.3,1.25,0.39,0.03,0.1,22.4,4,0,0,2.2,2.2,0.07,-1.2,-1.2,ENG,MF,23,25.7,27,30,10,13008,3671,82,United Kingdom
Jarrad Branthwaite,50,27,34,82.9,7,31,9,41,91,109,1,Everton,16,0.64,13,0,0,2,0,1,0.04,1,0,0,0,0,0,805,79.1,316,365,86.6,391,452,86.5,81,155,52.3,0,0.9,1,-0.9,3,1,0,47,1300,212,25,1300,7,5,71.4,1,14.3,575,2,1,12,0,654,4,2,8,3,37.5,0.32,0.12,0.25,0.67,11.3,0,0,0,1.4,1.4,0.18,0.6,0.6,ENG,DF,21,25,33,16,1,14945,5523,40,United Kingdom
Vitaliy Mykolenko,60,34,35,62.5,21,28,18,32,92,75,0,Everton,33,1.44,28,0,1,0,0,2,0.09,0,0,0,2,0,0,722,74.4,408,461,88.5,232,317,73.2,61,131,46.6,0,0.7,0.9,-0.7,11,14,9,46,1252,97,27,1252,27,16,59.3,10,37,512,12,0,31,11,580,59,2,24,5,20.8,1.05,0.22,0.08,0.4,18.4,0,0,0,1.5,1.5,0.06,0.5,0.5,UKR,DF,24,22.9,40,19,1,11122,4638,34,Ukraine
Dwight McNeil,30,17,16,39,25,35,29,14,44,26,0,Everton,85,3.8,56,18,4,4,2,4,0.18,1,3,0,0,0,0,584,67.7,309,357,86.6,180,255,70.6,77,175,44,5,7,5.5,-2,47,38,17,84,1110,29,54,1110,45,21,46.7,23,51.1,633,63,14,39,47,708,96,2,43,11,25.6,1.92,0.49,0.05,0.18,20.7,0,0,0,2.8,2.8,0.07,-0.8,-0.8,ENG,"MF,FW",24,22.4,12,9,9,9949,3283,50,United Kingdom
Abdoulaye Doucouré,30,19,13,43.3,17,19,17,13,43,11,0,Everton,54,2.64,46,0,0,1,1,4,0.2,2,0,0,2,0,0,461,76.5,263,311,84.6,156,191,81.7,16,40,40,0,2.5,1.1,-2.5,28,12,1,66,826,21,76,826,34,16,47.1,17,50,450,39,12,51,26,551,108,6,36,17,47.2,1.76,0.83,0.17,0.35,12.4,0,0,0,6.3,6.3,0.19,-0.3,-0.3,MLI,"FW,MF",31,20.4,14,11,5,6431,1516,34,Mali
Jack Harrison,21,10,10,29.4,24,17,16,9,30,18,0,Everton,50,2.6,35,2,2,5,1,6,0.31,4,0,0,1,1,0,301,62.4,177,220,80.5,96,153,62.7,17,54,31.5,3,3.1,2.5,-0.1,21,28,9,47,702,20,46,702,55,21,38.2,29,52.7,406,51,10,55,30,432,106,3,24,8,33.3,1.25,0.42,0.13,0.38,17,1,0,0,3.2,3.2,0.13,-0.2,-0.2,ENG,"MF,FW",27,19.2,4,9,8,4335,1791,26,United Kingdom
Dominic Calvert-Lewin,9,3,2,16.7,10,11,8,3,12,25,0,Everton,38,2.16,30,0,0,2,1,4,0.23,1,0,0,3,0,0,183,56.3,128,199,64.3,39,78,50,5,9,55.6,1,1.6,0.7,-0.6,15,9,0,24,539,34,91,539,24,7,29.2,16,66.7,259,24,15,48,20,416,82,3,52,17,32.7,2.96,0.97,0.06,0.18,12.7,0,0,0,9.3,9.3,0.18,-6.3,-6.3,ENG,FW,27,17.6,1,5,3,2207,473,11,United Kingdom
Ashley Young,29,20,17,48.6,18,14,9,16,45,32,2,Everton,44,2.59,29,8,0,2,1,0,0,0,0,0,0,0,0,511,68.8,228,258,88.4,212,278,76.3,62,164,37.8,0,1.2,1.3,-1.2,17,20,11,60,888,45,10,888,16,7,43.8,8,50,417,28,2,8,9,444,39,0,9,1,11.1,0.53,0.06,0,0,23.5,3,0,0,0.4,0.4,0.05,-0.4,-0.4,ENG,"DF,MF",38,17,14,11,4,9196,4176,40,United Kingdom
Amadou Onana,54,31,14,46.7,16,17,14,13,67,23,0,Everton,50,2.71,42,0,1,4,0,0,0,0,0,0,0,0,0,682,84.1,349,386,90.4,238,277,85.9,72,97,74.2,0,2.5,1.2,-2.5,17,11,1,88,1009,41,24,1009,22,8,36.4,7,31.8,526,18,3,16,7,664,34,2,24,6,25,1.3,0.32,0.08,0.33,19.5,0,0,0,1.8,1.8,0.07,0.2,0.2,BEL,MF,22,18.5,26,21,7,11502,3211,76,Belgium
Idrissa Gana Gueye,53,36,20,55.6,16,16,13,19,72,10,0,Everton,38,2.62,26,0,0,2,5,3,0.21,3,0,0,0,0,0,503,83.4,241,274,88,225,257,87.5,25,43,58.1,0,0.7,0.6,-0.7,10,6,1,55,754,31,16,754,16,8,50,8,50,415,20,1,10,16,455,32,1,20,3,15,1.38,0.21,0.05,0.33,22.2,0,0,0,1.1,1.1,0.05,-0.1,-0.1,SEN,MF,34,14.5,22,19,12,7837,2008,45,Senegal
Nathan Patterson,33,23,14,37.8,23,14,11,9,42,32,0,Everton,19,1.78,13,3,0,0,2,2,0.19,2,0,0,0,0,0,367,71.7,207,236,87.7,115,170,67.6,35,82,42.7,2,1.7,1,0.3,8,14,6,37,636,47,8,636,17,6,35.3,10,58.8,277,17,4,19,6,315,32,0,4,0,0,0.37,0,0,0,20.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,SCO,DF,22,10.7,21,10,2,5741,2638,30,United Kingdom
Ben Godfrey,21,15,11,52.4,10,9,5,8,29,29,0,Everton,15,2.01,8,1,0,0,2,2,0.27,1,0,0,0,0,1,213,69.2,88,111,79.3,105,131,80.2,15,45,33.3,0,0.2,0.4,-0.2,2,4,1,27,413,37,15,413,13,4,30.8,9,69.2,165,8,0,7,5,184,21,0,10,3,30,1.34,0.4,0,0,12.2,0,0,0,1.4,1.4,0.15,-1.4,-1.4,ENG,DF,26,7.4,12,5,4,3761,1647,19,United Kingdom
Beto,14,6,4,36.4,7,9,9,0,14,10,0,Everton,31,3.74,19,0,6,1,2,1,0.12,1,0,0,0,0,0,91,61.1,55,79,69.6,29,45,64.4,4,5,80,0,0.9,0.3,-0.9,11,6,0,14,301,12,47,300,29,13,44.8,13,44.8,147,11,9,35,18,203,46,2,34,8,23.5,4.1,0.97,0.06,0.25,15.3,0,0,1,4.7,3.9,0.12,-2.7,-1.9,GNB,FW,26,8.3,1,6,7,1213,291,7,Guinea-Bissau
Arnaut Danjuma,6,4,1,25,3,4,4,3,9,0,0,Everton,18,2.72,9,0,1,2,1,1,0.15,0,0,0,1,0,0,102,67.1,57,69,82.6,37,54,68.5,2,7,28.6,0,1.1,0.4,-1.1,6,2,0,9,223,4,32,223,21,8,38.1,11,52.4,147,24,11,10,7,147,44,1,25,9,36,3.78,1.36,0.04,0.11,16,1,0,0,2.6,2.6,0.1,-1.6,-1.6,NED,"MF,FW",27,6.6,2,3,1,1420,357,6,Netherlands
Michael Keane,7,3,1,16.7,5,4,0,5,12,18,1,Everton,4,0.89,3,0,0,0,0,1,0.22,0,0,0,1,0,0,152,77.9,40,51,78.4,88,101,87.1,21,37,56.8,0,0,0.1,0,0,0,0,10,241,35,10,241,1,1,100,0,0,137,3,0,2,3,151,2,1,6,4,66.7,1.34,0.89,0.17,0.25,10.8,0,0,0,0.7,0.7,0.12,0.3,0.3,ENG,DF,31,4.5,3,3,1,3188,1127,12,United Kingdom
Séamus Coleman,8,7,5,62.5,3,3,1,3,11,11,0,Everton,2,0.77,1,0,1,0,0,0,0,0,0,0,0,0,0,63,62.4,36,47,76.6,23,31,74.2,4,17,23.5,0,0,0.1,0,0,1,0,12,133,16,1,133,4,3,75,1,25,62,1,0,4,3,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRL,DF,35,2.6,5,1,2,1015,525,6,Ireland
Lewis Dobbin,7,6,5,55.6,4,4,3,1,8,0,0,Everton,6,2.57,3,0,0,1,0,0,0,0,0,0,0,0,0,37,64.9,26,30,86.7,8,15,53.3,2,5,40,0,0.4,0.1,-0.4,3,3,1,3,111,0,11,111,19,6,31.6,13,68.4,79,6,4,11,5,70,16,1,5,2,40,2.14,0.86,0.2,0.5,15.6,0,0,0,0.3,0.3,0.06,0.7,0.7,ENG,MF,21,2.3,3,3,1,464,94,0,United Kingdom
André Gomes,2,1,1,33.3,2,7,6,1,3,0,1,Everton,7,3.15,6,0,0,0,0,0,0,0,0,0,0,0,0,72,72.7,37,48,77.1,29,36,80.6,5,12,41.7,0,0.4,0.2,-0.4,3,4,1,15,120,4,7,120,1,1,100,0,0,60,5,3,4,2,81,19,1,6,4,66.7,2.7,1.8,0.17,0.25,19.6,1,0,0,0.2,0.2,0.04,0.8,0.8,POR,"MF,FW",30,2.2,1,0,1,1240,439,9,Portugal
Youssef Chermiti,0,0,0,0,2,1,1,0,0,0,0,Everton,3,3.91,2,0,0,0,0,0,0,0,0,0,0,0,0,14,66.7,7,11,63.6,7,9,77.8,0,0,0,0,0.4,0,-0.4,1,2,0,4,42,0,7,42,4,0,0,4,100,21,1,0,7,2,31,8,0,4,1,25,5.22,1.3,0,0,13.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5,POR,FW,19,0.8,0,0,0,210,36,0,Portugal
Thomas Cannon,0,0,0,0,0,0,0,0,0,0,0,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRL,FW,21,0,0,0,0,0,0,0,Ireland
Tyler Onyango,0,0,0,0,0,0,0,0,0,0,0,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,MF,21,0,0,0,0,0,0,0,United Kingdom
Thomas Kaminski,2,1,2,40,3,1,1,0,2,9,2,Luton Town,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,663,58.1,129,130,99.2,262,274,95.6,268,729,36.8,0,0,0.1,0,0,1,0,1,1226,863,0,1226,2,2,100,0,0,629,0,0,1,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BEL,GK,31,29,2,0,0,20836,16767,36,Belgium
Alfie Doughty,42,26,23,38.3,37,30,28,21,63,30,3,Luton Town,90,3.8,42,40,3,1,0,13,0.55,5,5,1,2,0,0,823,65.4,372,430,86.5,304,409,74.3,125,325,38.5,7,5.3,4.6,1.7,57,28,16,78,1482,55,60,1482,52,27,51.9,19,36.5,660,72,24,36,11,715,126,1,20,3,15,0.85,0.13,0.05,0.33,16.4,1,0,0,0.9,0.9,0.05,0.1,0.1,ENG,DF,24,23.7,19,13,10,15462,6035,58,United Kingdom
Carlton Morris,9,6,4,44.4,5,15,14,1,10,32,0,Luton Town,62,2.72,44,0,3,6,1,8,0.35,4,0,0,3,1,0,345,62.4,221,306,72.2,92,149,61.7,13,23,56.5,4,2.7,1.3,1.3,20,10,0,44,781,37,105,777,39,22,56.4,13,33.3,396,26,14,40,43,586,96,8,50,18,36,2.19,0.79,0.08,0.22,13.1,0,4,4,8.5,5.4,0.11,-0.5,-1.4,ENG,"FW,MF",28,22.8,3,3,3,4510,834,23,United Kingdom
Ross Barkley,39,15,8,21.6,29,18,12,22,61,46,2,Luton Town,86,3.94,52,11,11,3,3,9,0.41,5,2,0,1,1,0,889,81.9,390,437,89.2,349,391,89.3,112,177,63.3,3,3.5,2.3,-0.5,39,22,1,121,1329,53,32,1329,81,54,66.7,25,30.9,734,37,4,18,34,808,25,4,53,12,22.6,2.43,0.55,0.08,0.33,21.2,5,0,0,3.4,3.4,0.06,0.6,0.6,ENG,MF,30,21.8,14,18,7,15930,4782,97,United Kingdom
Amari'i Bell,50,33,22,62.9,13,33,18,25,75,60,1,Luton Town,25,1.31,22,0,0,2,1,3,0.16,3,0,0,0,0,0,645,77.2,324,372,87.1,270,315,85.7,44,108,40.7,0,0.5,0.4,-0.5,8,8,0,76,1070,101,5,1070,27,10,37,15,55.6,584,32,1,18,5,607,10,0,2,2,100,0.1,0.1,0,0,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3,JAM,DF,29,19.1,30,19,1,10680,4470,63,Jamaica
Teden Mengi,39,13,15,60,10,27,9,43,82,104,0,Luton Town,10,0.49,9,0,1,0,0,0,0,0,0,0,0,0,0,534,76.7,195,228,85.5,264,304,86.8,65,135,48.1,0,0.2,0.5,-0.2,4,4,0,44,955,148,19,955,9,5,55.6,3,33.3,427,9,1,14,4,447,1,1,8,3,37.5,0.39,0.15,0.13,0.33,17.7,0,0,0,0.4,0.4,0.05,0.6,0.6,ENG,DF,21,20.3,25,13,1,10453,4072,44,United Kingdom
Chiedozie Ogbene,17,10,12,54.5,10,14,11,5,22,33,2,Luton Town,74,3.5,49,2,12,7,0,6,0.28,1,0,2,1,2,0,561,74.9,355,396,89.6,162,220,73.6,19,52,36.5,1,3.1,3.5,-2.1,24,18,5,47,1013,46,84,1013,116,59,50.9,41,35.3,624,122,44,57,20,629,142,4,32,13,40.6,1.51,0.62,0.13,0.31,15.3,0,0,0,4.1,4.1,0.13,-0.1,-0.1,IRL,"MF,DF",26,21.1,10,7,0,7696,2171,20,Ireland
Issa Kaboré,41,22,16,44.4,20,18,10,12,53,43,2,Luton Town,27,1.71,21,0,2,1,1,4,0.25,3,0,0,1,0,0,423,69.9,225,268,84,155,225,68.9,26,55,47.3,2,1.9,1.7,0.1,12,16,11,45,792,61,16,792,36,15,41.7,16,44.4,362,52,9,25,6,362,70,0,6,1,16.7,0.38,0.06,0,0,15.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,BFA,DF,22,15.8,21,13,7,6492,2646,23,Burkina Faso
Gabriel Osho,31,17,12,60,8,34,16,29,60,71,0,Luton Town,4,0.26,3,0,1,0,0,2,0.13,2,0,0,0,0,0,420,80.6,140,160,87.5,255,288,88.5,24,62,38.7,0,0.1,0.1,-0.1,1,1,0,25,730,130,15,730,10,6,60,4,40,334,4,0,9,10,335,0,2,8,2,25,0.52,0.13,0.25,1,11.6,0,0,0,1,1,0.13,1,1,NGA,DF,25,15.5,15,15,1,7824,2781,17,Nigeria
Tom Lockyer,25,16,15,68.2,7,23,10,23,48,68,0,Luton Town,10,0.77,9,0,0,0,1,1,0.08,1,0,0,0,0,0,301,71.3,81,104,77.9,158,189,83.6,57,113,50.4,1,0.6,0.3,0.4,3,4,0,37,586,108,18,586,6,4,66.7,2,33.3,269,6,1,6,2,247,2,1,7,1,14.3,0.54,0.08,0.14,1,8.5,0,0,0,1.1,1.1,0.15,-0.1,-0.1,WAL,DF,29,13,17,6,2,6628,3120,37,United Kingdom
Elijah Adebayo,1,0,0,0,9,8,7,5,6,23,0,Luton Town,26,2.02,18,0,3,1,0,3,0.23,1,0,0,2,0,0,128,72.3,84,105,80,35,52,67.3,3,6,50,0,0.7,0.4,-0.7,14,3,0,19,395,24,74,395,53,14,26.4,36,67.9,220,14,11,56,25,281,85,9,28,12,42.9,2.17,0.93,0.32,0.75,9.5,0,0,0,5.6,5.6,0.2,3.4,3.4,ENG,FW,26,12.9,1,0,0,1627,336,7,United Kingdom
Marvelous Nakamba,40,24,24,57.1,18,23,17,11,51,11,1,Luton Town,13,1.03,13,0,0,0,0,0,0,0,0,0,0,0,0,356,84.2,184,203,90.6,126,143,88.1,27,42,64.3,0,0.4,0.5,-0.4,7,2,1,36,546,30,3,546,10,3,30,5,50,224,1,0,10,4,251,5,0,5,0,0,0.4,0,0,0,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,ZIM,MF,30,12.6,24,14,2,5622,1605,27,Zimbabwe
Reece Burke,23,14,7,46.7,8,20,5,14,37,54,0,Luton Town,16,1.28,10,1,0,0,0,3,0.24,2,0,0,1,0,0,365,75.4,130,166,78.3,193,228,84.6,33,68,48.5,3,0.9,0.4,2.1,8,5,1,41,631,60,17,631,6,2,33.3,2,33.3,305,7,0,10,3,337,11,0,12,3,25,0.96,0.24,0,0,13.4,0,0,0,1.3,1.3,0.13,-1.3,-1.3,ENG,DF,27,12.5,12,7,4,6774,2602,33,United Kingdom
Tahith Chong,24,12,9,45,11,18,14,5,29,2,0,Luton Town,37,2.6,24,0,2,7,2,4,0.28,2,0,0,2,0,0,281,79.4,144,167,86.2,99,122,81.1,25,37,67.6,0,0.4,1.2,-0.4,8,15,8,51,532,15,40,532,45,13,28.9,23,51.1,335,37,8,37,27,369,70,3,24,6,25,1.69,0.42,0.13,0.5,16.5,0,0,0,2.2,2.2,0.09,0.8,0.8,NED,MF,24,14.2,15,7,2,4476,1108,22,Netherlands
Jacob Brown,19,12,7,38.9,11,20,19,8,27,22,0,Luton Town,15,1.33,10,0,1,3,0,0,0,0,0,0,0,0,0,136,55.1,91,127,71.7,35,56,62.5,6,24,25,0,0.7,0.4,-0.7,8,3,1,19,427,30,50,427,25,6,24,16,64,200,25,9,24,25,237,53,2,26,6,23.1,2.3,0.53,0.08,0.33,14.1,0,0,0,2.8,2.8,0.11,-0.8,-0.8,SCO,"MF,FW",25,11.3,7,7,5,1865,626,6,United Kingdom
Albert Sambi Lokonga,19,12,13,72.2,5,19,8,6,25,11,0,Luton Town,18,1.86,15,0,0,1,1,2,0.21,2,0,0,0,0,0,437,87.4,202,220,91.8,165,186,88.7,38,50,76,2,1.3,0.6,0.7,7,4,0,47,595,43,6,595,17,8,47.1,6,35.3,368,18,1,5,5,388,8,0,7,1,14.3,0.72,0.1,0,0,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,BEL,MF,24,9.7,10,7,2,7328,2120,51,Belgium
Andros Townsend,15,11,11,52.4,10,11,11,4,19,5,0,Luton Town,29,2.99,17,5,3,1,0,5,0.52,3,0,1,1,0,0,225,69.2,99,116,85.3,92,121,76,24,60,40,3,1,1.6,2,13,10,7,28,442,14,18,442,27,13,48.1,12,44.4,251,38,6,25,14,264,49,1,18,7,38.9,1.85,0.72,0.06,0.14,23.7,2,0,0,1.2,1.2,0.06,-0.2,-0.2,ENG,"MF,FW",32,9.7,7,1,7,3926,1015,21,United Kingdom
Pelly Ruddock Mpanzu,10,2,4,50,4,11,6,7,17,15,1,Luton Town,18,1.77,12,1,1,2,1,0,0,0,0,0,0,0,0,220,72.8,97,113,85.8,92,118,78,16,35,45.7,0,0.4,1.4,-0.4,6,13,2,33,398,24,13,398,12,7,58.3,4,33.3,188,9,5,9,14,219,14,0,10,1,10,0.98,0.1,0,0,21,0,0,0,0.6,0.6,0.06,-0.6,-0.6,COD,MF,30,10.2,3,6,1,3781,986,16,Democratic Republic of the Congo
Jordan Clark,20,11,7,30.4,16,15,13,5,25,7,1,Luton Town,14,1.7,10,0,1,0,0,1,0.12,1,0,0,0,0,0,199,71.1,85,111,76.6,75,91,82.4,23,43,53.5,1,0.8,0.8,0.2,5,7,1,27,380,17,20,380,26,6,23.1,15,57.7,205,12,5,15,12,243,18,0,7,1,14.3,0.85,0.12,0,0,14.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,ENG,MF,30,8.3,8,9,3,3465,988,10,United Kingdom
Ryan John Giles,8,6,2,28.6,5,2,2,4,12,22,0,Luton Town,12,2.15,8,3,1,0,0,0,0,0,0,0,0,0,0,140,64.2,74,85,87.1,56,85,65.9,9,39,23.1,0,0.2,0.6,-0.2,5,10,6,17,273,20,4,273,8,4,50,3,37.5,116,9,2,7,1,129,30,0,2,2,100,0.36,0.36,0,0,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,ENG,"DF,MF",24,5.6,4,3,1,2294,949,10,United Kingdom
